lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized	context_pos	context_normalized
Tier	NE	1974	2	26120215_1974_04_03_01_344.tcf.xml-42-33	 	PF 2S6 rauch e nsam wä. im-ll. hcrzl neu. Wirk. krs. A 454716 BZ-Fil.. 1017 J. Mever, 1055 Bln., Winsstr 67 1972, m. besond. Int. f. schöngeistige g-pfl tier. Portn. m. Int. f. Haus Ber Orient-Teppich, 2,5 X 3,5, echte Schur. u. Gart.	153:157	0:234	PF 2S6 rauch e nsam wä . im-ll . hcrzl neu. Wirk. krs. A 454716 BZ-Fil.. 1017 J. Mever , 1055 Bln. , Winsstr 67 1972 , m. besond. Int. f. schöngeistige g-pfl tier . Portn. m. Int. f. Haus Ber Orient-Teppich , 2,5 X 3,5 , echte Schur. u. Gart .	33	0:52	PF 2s6 rauch e nsam wä . im-ll . hcrzl neu. wirk. krs. a 454716 bz-fil.. 1017 j. Mever , 1055 Bln. , Winsstr 67 1972 , m. Besond. Int. F. schöngeistig G-Pfl Tier . Portn. m. Int. F. Haus Ber Orient-Teppich , 2,5 x 3,5 , echt Schur. u. Gart .	NE CARD ADJD XY XY XY $. XY $. XY XY XY XY XY CARD XY CARD XY NE $, CARD NE $, NE CARD CARD $, APPR NE NE NE ADJA NE NE $. NN APPR NE NE NN NE NN $, CARD XY CARD $, ADJA NN APPR NE $.	
Tier	NN	1989	2	26120215_1989_11_30_01_264.tcf.xml-53-12	 	Die Schöne Und 7./8., 19.00: Don Juan -Gastspiel Theadas Tier; 5., 15.00 und 17.00:	57:61	0:83	Die Schöne Und 7./8. , 19.00 : Don Juan - Gastspiel Theadas Tier ; 5. , 15.00 und 17.00 :	12	0:20	d Schöne und 7./8. , 19.00 : Don Juan - Gastspiel theadas Tier ; 5. , 15.00 und 17.00 :	ART NN KON CARD $, CARD $. NE NE $( NN ADJA NN $. ADJA $, CARD KON CARD $.	
Tier	NN	1982	2	2532889X_1982-12-24_01_211.tcf.xml-2-6	 	Als Ergebnis konnte eine Gewichtszunahme der Tiere um zehn bis zwölf Prozent verzeichnet werden.	45:50	0:96	Als Ergebnis konnte eine Gewichtszunahme der Tiere um zehn bis zwölf Prozent verzeichnet werden .	6	0:15	als Ergebnis können eine Gewichtszunahme d Tier um zehn bis zwölf Prozent verzeichnen werden .	KOUS NN VMFIN ART NN ART NN APPR CARD APPR CARD NN VVPP VAINF $.	
Tier	NN	1982	2	2532889X_1982-01-12_01_039.tcf.xml-59-43	 	Wir lassen uns bei diesen Überlegungen von der gemeinsamen Verantwortung der Genossenschaftsbauern und Arbeiter für die Lösung der Versorgungsaufgaben leiten und werden solche Formen der Produktionsorganisation durchsetzen, die für unsere Volkswirtschaft die effektivsten sind und den Bauern stärker am Boden, am Tier und am Dorf interessieren.	313:317	0:344	Wir lassen uns bei diesen Überlegungen von der gemeinsamen Verantwortung der Genossenschaftsbauern und Arbeiter für die Lösung der Versorgungsaufgaben leiten und werden solche Formen der Produktionsorganisation durchsetzen , die für unsere Volkswirtschaft die effektivsten sind und den Bauern stärker am Boden , am Tier und am Dorf interessieren .	43	0:49	wir lassen wir bei diese Überlegung von d gemeinsam Verantwortung d Genossenschaftsbauer und Arbeiter für d Lösung d Versorgungsaufgabe leiten und werden solch Form d Produktionsorganisation durchsetzen , die für unsere Volkswirtschaft d effektiv sein und d Bauer stark am Boden , am Tier und am Dorf interessieren .	PPER VVFIN PPER APPR PDAT NN APPR ART ADJA NN ART NN KON NN APPR ART NN ART NN VVINF KON VAFIN PIAT NN ART NN VVINF $, PRELS APPR PPOSAT NN ART ADJA VAFIN KON ART NN ADJD APPRART NN $, APPRART NN KON APPRART NN VVINF $.	
Tier	NN	1968	2	2532889X_1968-09-21_01_216.tcf.xml-5-56	 	Wo den Stücken Becketts und Ionescos noch gewisse theaterpoetische Abstraktionen und szenische Effekte abgewonnen worden waren, überzogen die Szene nun monotoner Exhibitionismus und masochistische Pervertiertheiten (etwa in Arrabals Stücken „Die Nacht der Puppen" und „Der Architekt und der Kaiser von Assyrien"), wurde der Mensch stückweise entmenschlicht und zum Tier degradiert.	365:369	0:381	Wo den Stücken Becketts und Ionescos noch gewisse theaterpoetische Abstraktionen und szenische Effekte abgewonnen worden waren , überzogen die Szene nun monotoner Exhibitionismus und masochistische Pervertiertheiten ( etwa in Arrabals Stücken „ Die Nacht der Puppen " und „ Der Architekt und der Kaiser von Assyrien " ) , wurde der Mensch stückweise entmenschlicht und zum Tier degradiert .	56	0:59	wo d Stück Beckett und Ionesco noch gewiß theaterpoetisch Abstraktion und szenisch Effekt abgewinnen werden sein , überziehen d Szene nun monoton Exhibitionismus und masochistisch Pervertiertheit ( etwa in Arrabal Stück „ d Nacht d Puppe " und „ d Architekt und d Kaiser von Assyrien " ) , werden d Mensch stückweise entmenschlichen und zum Tier degradieren .	PWAV ART NN NE KON NE ADV ADJA ADJA NN KON ADJA NN VVPP VAPP VAFIN $, ADJD ART NN ADV ADJD NN KON ADJA NN $( ADV APPR NE NN $( ART NN ART NN $( KON $( ART NN KON ART NN APPR NE $( $( $, VAFIN ART NN ADJD VVPP KON APPRART NN VVPP $.	
Tier	NN	1974	2	2532889X_1974-08-17_01_279.tcf.xml-7-4	 	Unter den Resten erlegter Tiere befanden sich Knochen vom Biber, Hirsch, Reh, Wildschwein und Nashorn.	26:31	0:102	Unter den Resten erlegter Tiere befanden sich Knochen vom Biber , Hirsch , Reh , Wildschwein und Nashorn .	4	0:19	unter d Rest erlegt Tier befinden sich Knochen vom Biber , Hirsch , Reh , Wildschwein und Nashorn .	APPR ART NN ADJA NN VVFIN PRF NN APPRART NN $, NN $, NN $, NN KON NN $.	
Tier	NN	1989	2	26120215_1989_07_29_01_111.tcf.xml-40-17	 	In anderen Ländern folgt man anderen Traditionen oder man ist aus finanziellen Gründen gezwungen, auf eigene Tiere zu verzichten.	109:114	0:129	In anderen Ländern folgt man anderen Traditionen oder man ist aus finanziellen Gründen gezwungen , auf eigene Tiere zu verzichten .	17	0:21	in ander Land folgen man ander Tradition oder man sein aus finanziell Grund zwingen , auf eigen Tier zu verzichten .	APPR ADJA NN VVFIN PIS ADJA NN KON PIS VAFIN APPR ADJA NN VVPP $, APPR ADJA NN PTKZU VVINF $.	
Tier	NN	1957	2	26120215_1957_06_28_01_275.tcf.xml-13-14	 	Direktor Langenfeld vom Cn*-crts Aeros erkannte die Fähigkeiten Hannos, engagierte ihn als Tier -	91:95	0:97	Direktor Langenfeld vom Cn*- crts Aeros erkannte die Fähigkeiten Hannos , engagierte ihn als Tier -	14	0:16	Direktor Langenfeld vom Cn*- Crts Aeros erkennen d Fähigkeit Hanno , engagieren er als Tier -	NN NE APPRART NN NE NE VVFIN ART NN NE $, VVFIN PPER KOUS NN $(	
Tier	NN	1960	2	26120215_1960_08_22_01_112.tcf.xml-13-9	 	Die bisherige Untersuchung hat ergeben daß der Zustand der Tiere normal ist.	59:64	0:76	Die bisherige Untersuchung hat ergeben daß der Zustand der Tiere normal ist .	9	0:13	d bisherig Untersuchung haben ergeben daß d Zustand d Tier normal sein .	ART ADJA NN VAFIN VVPP KOUS ART NN ART NN ADJD VAFIN $.	
Tier	NN	1946	2	26120215_1946_08_18_01_025.tcf.xml-29-8	 	Nirrauk kam näher Nonii sah Furcht in des Tieres Blick.	42:48	0:55	Nirrauk kam näher Nonii sah Furcht in des Tieres Blick .	8	0:11	Nirrauk kommen nah Nonii sehen Furcht in d Tier Blick .	NE VVFIN ADJD NE VVFIN NN APPR ART NN NN $.	
Tier	NN	1967	2	2532889X_1967-11-15_01_182.tcf.xml-30-3	 	Mindestens ' 56300 Tiere wurden ' bisher. notgesch lachtet	19:24	0:58	Mindestens ' 56300 Tiere wurden ' bisher . notgesch lachtet	3	0:10	mindestens ' 56300 Tier werden ' bisher . Notgesch lachen	ADV $( CARD NN VAFIN $( ADV $. NE VVFIN	
Tier	NN	1965	2	2532889X_1965-08-12_01_131.tcf.xml-13-2	 	40000 gefiederte Tiere waren es 1964, mit 50000 rechnet man in diesem Jahr.	17:22	0:75	40000 gefiederte Tiere waren es 1964 , mit 50000 rechnet man in diesem Jahr .	2	0:15	40000 gefiedert Tier sein es 1964 , mit 50000 rechnen man in diese Jahr .	CARD ADJA NN VAFIN PPER CARD $, APPR CARD VVFIN PIS APPR PDAT NN $.	
Tier	NN	1968	2	26120215_1968_04_13_01_116.tcf.xml-16-21	 	Dieses neuerdings international in allen Zoos der Welt eingeführte Zeichen informiert den Besucher, daß es sich bei dem hier gezeigten Tier um eine Gattung handelt, die in freier Wildbahn vom Aussterben bedroht ist	135:139	0:214	Dieses neuerdings international in allen Zoos der Welt eingeführte Zeichen informiert den Besucher , daß es sich bei dem hier gezeigten Tier um eine Gattung handelt , die in freier Wildbahn vom Aussterben bedroht ist	21	0:35	diese neuerdings international in alle Zoo d Welt eingeführt Zeichen informieren d Besucher , daß es sich bei d hier gezeigt Tier um eine Gattung handeln , die in frei Wildbahn vom Aussterben bedrohen sein	PDS ADV ADJD APPR PIAT NN ART NN ADJA NN VVFIN ART NN $, KOUS PPER PRF APPR ART ADV ADJA NN APPR ART NN VVFIN $, PRELS APPR ADJA NN APPRART NN VVPP VAFIN	
Tier	NN	1967	2	2532889X_1967-09-30_01_226.tcf.xml-14-18	 	Wir wollen nicht wie bisher wie die Feuerwehr von einem Dorf in das andere rasen, um erkrankte Tiere zu behandeln, sondern durch vorbeugende Maßnahmen die Gesundheit der Tiere erhalten.	95:100	0:185	Wir wollen nicht wie bisher wie die Feuerwehr von einem Dorf in das andere rasen , um erkrankte Tiere zu behandeln , sondern durch vorbeugende Maßnahmen die Gesundheit der Tiere erhalten .	18	0:32	wir wollen nicht wie bisher wie d Feuerwehr von eine Dorf in d ander rasen , um erkrankt Tier zu behandeln , sondern durch vorbeugend Maßnahme d Gesundheit d Tier erhalten .	PPER VMFIN PTKNEG KOKOM ADV KOKOM ART NN APPR ART NN APPR ART ADJA VVINF $, KOUI ADJA NN PTKZU VVINF $, KON APPR ADJA NN ART NN ART NN VVPP $.	
Tier	NN	1977	2	2532889X_1977-04-23_01_284.tcf.xml-23-16	 	Bisher hatte man auf Grund von gefundenen bruchstückhaften Überresten angenommen, daß die ersten Saugetiere nachtaktive Tiere waren, die sich tagsüber vor den großen Sauriern schützen mußten.	120:125	0:191	Bisher hatte man auf Grund von gefundenen bruchstückhaften Überresten angenommen , daß die ersten Saugetiere nachtaktive Tiere waren , die sich tagsüber vor den großen Sauriern schützen mußten .	16	0:29	bisher haben man auf Grund von gefinden bruchstückhaft Überrest annehmen , daß d erst Saugetier nachtaktiv Tier sein , die sich tagsüber vor d groß Saurier schützen müssen .	ADV VAFIN PIS APPR NN APPR ADJA ADJA NN VVPP $, KOUS ART ADJA NN ADJA NN VAFIN $, PRELS PRF ADV APPR ART ADJA NN VVINF VMFIN $.	
Tier	NN	1972	2	26120215_1972_03_07_01_106.tcf.xml-6-27	 	Eben noch gewaltiges Getöse, plötzlich ungeheure Stille Nur Krähenschwärme stießen auf verwehte Hügel herab, es war nicht erkennbar, ob dort zugeschneite Soldatenleichcn oder krepierte Tiere lagen Die Rollbahn lag leer, es kamen keine Fahrzeuge mehr vorüber, ein paar Verwundete, mit ihren Zeltbahnen jämmerlich umhüllt, krochen über das Feld, stürzten und blieben liegen.	185:190	0:372	Eben noch gewaltiges Getöse , plötzlich ungeheure Stille Nur Krähenschwärme stießen auf verwehte Hügel herab , es war nicht erkennbar , ob dort zugeschneite Soldatenleichcn oder krepierte Tiere lagen Die Rollbahn lag leer , es kamen keine Fahrzeuge mehr vorüber , ein paar Verwundete , mit ihren Zeltbahnen jämmerlich umhüllt , krochen über das Feld , stürzten und blieben liegen .	27	0:61	eben noch gewaltig Getöse , plötzlich ungeheuer Stille nur Krähenschwarm stoßen auf verwehen Hügel herab , es sein nicht erkennbar , ob dort zugeschneit Soldatenleichcn oder krepiert Tier liegen d Rollbahn liegen leer , es kommen keine Fahrzeug mehr vorüber , eine paar Verwundete , mit ihr Zeltbahn jämmerlich umhüllen , kriechen über d Feld , stürzen und bleiben liegen .	ADV ADV ADJA NN $, ADJD ADJA NN ADV NN VVFIN APPR VVFIN NN ADV $, PPER VAFIN PTKNEG ADJD $, KOUS ADV ADJA NN KON ADJA NN VVFIN ART NN VVFIN PTKVZ $, PPER VVFIN PIAT NN ADV PTKVZ $, ART PIAT NN $, APPR PPOSAT NN ADJD VVPP $, VVFIN APPR ART NN $, VVFIN KON VVFIN VVFIN $.	
Tier	NN	1986	2	2532889X_1986-06-07_01_186.tcf.xml-28-25	 	Der abendfüllende polnische Zeichentrickfilm „Die Abenteuer des blauen Ritters" erzählt von einem Don Quichote und einem Sancho Pansa im Reich der Elfen und Tiere und setzt eine Serie fort, die sich mit Lolek und Bolek weltweit einen Namen gemacht hat.	157:162	0:252	Der abendfüllende polnische Zeichentrickfilm „ Die Abenteuer des blauen Ritters " erzählt von einem Don Quichote und einem Sancho Pansa im Reich der Elfen und Tiere und setzt eine Serie fort , die sich mit Lolek und Bolek weltweit einen Namen gemacht hat .	25	0:44	d abendfüllend polnisch Zeichentrickfilm „ d Abenteuer d blau Ritter " erzählen von eine Don Quichote und eine Sancho Pansa im Reich d Elfe und Tier und setzen eine Serie fort , die sich mit Lolek und Bolek weltweit eine Namen machen haben .	ART ADJA ADJA NN $( ART NN ART ADJA NN $( VVFIN APPR ART NN NE KON ART NE NE APPRART NN ART NN KON NN KON VVFIN ART NN PTKVZ $, PRELS PRF APPR NE KON NE ADJD ART NN VVPP VAFIN $.	
Tier	NN	1989	2	2532889X_1989-12-28_01_104.tcf.xml-3-7	 	Die Jagd auf die vom Aussterben bedrohten Tiere soll mit Haftstrafen bis zu fünf Jahren geahndet werden.	42:47	0:104	Die Jagd auf die vom Aussterben bedrohten Tiere soll mit Haftstrafen bis zu fünf Jahren geahndet werden .	7	0:18	d Jagd auf d vom Aussterben bedroht Tier sollen mit Haftstrafe bis zu fünf Jahr ahnden werden .	ART NN APPR ART APPRART NN ADJA NN VMFIN APPR NN APPR APPR CARD NN VVPP VAINF $.	
Tier	NN	1947	2	26120215_1947_03_14_01_098.tcf.xml-16-39	 	« toen scfem »r*lichen Verlust, als sei er « in vatvtoMMr Herrscher, der nach langer, mühevoller Wanderung an der Grenze ■•ine « verlorenen, zerstörten Red ehe « steht Nach kurzem ZSgsrn gaben si * ihren Tieren die Sporen und ritten, gefolgt vom stumm ergebenem Mozo, auf die Lichtung hinaus.	204:210	0:292	« toen scfem »r*lichen Verlust , als sei er « in vatvtoMMr Herrscher , der nach langer , mühevoller Wanderung an der Grenze ■•ine « verlorenen , zerstörten Red ehe « steht Nach kurzem ZSgsrn gaben si * ihren Tieren die Sporen und ritten , gefolgt vom stumm ergebenem Mozo , auf die Lichtung hinaus .	39	0:56	« toen scfem »r*lichen Verlust , als sein er « in Vatvtommr Herrscher , die nach lang , mühevoll Wanderung an d Grenze ■•ine « verloren , zerstören Red ehe « stehen nach kurz Zsgsrn geben si * ihr Tier d Spore und reiten , folgen vom stumm ergeben Mozo , auf d Lichtung hinaus .	$( XY XY XY NN $, KOKOM VAFIN PPER $( APPR NE NN $, PRELS APPR ADJA $, ADJA NN APPR ART NN NE $( ADJA $, VVFIN NE KOUS $( VVFIN APPR ADJA NN VVFIN XY XY PPOSAT NN ART NN KON VVFIN $, VVPP APPRART ADJD ADJA NE $, APPR ART NN PTKVZ $.	
Tier	NN	1987	2	2532889X_1987-08-08_01_136.tcf.xml-7-16	 	Entlang des Seeufers, im Wald und am Rand eines Moores finden sich allerhand Pflanzen und Tiere, über die es Interessantes zu erzä hen gibt.	90:95	0:140	Entlang des Seeufers , im Wald und am Rand eines Moores finden sich allerhand Pflanzen und Tiere , über die es Interessantes zu erzä hen gibt .	16	0:27	entlang d Seeufer , im Wald und am Rand eine Moor finden sich allerhand Pflanze und Tier , über die es interessant zu Erzä Hen geben .	APPR ART NN $, APPRART NN KON APPRART NN ART NN VVFIN PRF PIAT NN KON NN $, APPR PRELS PPER ADJA APPR NE NE VVFIN $.	
Tier	NN	1977	2	2532889X_1977-04-18_01_043.tcf.xml-14-6	 	Hier werden zur Zeit rund 340000 Tiere vor allem der Rasse Merinofleischschafe gehalten.	33:38	0:88	Hier werden zur Zeit rund 340000 Tiere vor allem der Rasse Merinofleischschafe gehalten .	6	0:14	hier werden zur Zeit rund 340000 Tier vor alle d raß Merinofleischschafe halten .	ADV VAFIN APPRART NN ADJD CARD NN APPR PIS ART ADJA NN VVPP $.	
Tier	NN	1983	2	26120215_1983_08_25_01_347.tcf.xml-9-13	 	Zu Besuch im 17.50 Medizin nach Noten 18.40 Blickpunkt: Arbeitszwei Sport-Sonntagen 18.00 Tiere vor dter Kamera gleichnamigen Romans Wie allgemein ist Märchenland 18.00 Von der Wartburg schutz Radsport: Weltmei-Maulwürfe von Wera Ketlinskaia 16.00 Der Wunschbriefsterschaft im bis zur Saale 19.00 Sturmwarnung aus 18.25 In Sachen Ordnung 18.45 die Allgemein-Programmvorschau kasten Straßenmanns chafts-Musikalische Reise Skandinavien und Sicherheit bildung? 19.00 17.00 Nach richten fahren in St. Gallen Streif züge durch 17.00 Sport aktuell durch Thüringen Beitrag der Redaktion 18.30 Dabe die Natur (2 17.10 (Schweiz)	90:95	0:619	Zu Besuch im 17.50 Medizin nach Noten 18.40 Blickpunkt : Arbeitszwei Sport-Sonntagen 18.00 Tiere vor dter Kamera gleichnamigen Romans Wie allgemein ist Märchenland 18.00 Von der Wartburg schutz Radsport : Weltmei- Maulwürfe von Wera Ketlinskaia 16.00 Der Wunschbriefsterschaft im bis zur Saale 19.00 Sturmwarnung aus 18.25 In Sachen Ordnung 18.45 die Allgemein- Programmvorschau kasten Straßenmanns chafts- Musikalische Reise Skandinavien und Sicherheit bildung ? 19.00 17.00 Nach richten fahren in St. Gallen Streif züge durch 17.00 Sport aktuell durch Thüringen Beitrag der Redaktion 18.30 Dabe die Natur ( 2 17.10 ( Schweiz )	13	0:92	zu Besuch im 17.50 Medizin nach Note 18.40 Blickpunkt : Arbeitszwei Sport-Sonntag 18.00 Tier vor Dter Kamera gleichnamig Roman wie allgemein sein Märchenland 18.00 von d Wartburg schutz Radsport : weltmei- Maulwurf von Wera Ketlinskaia 16.00 d Wunschbriefsterschaft im bis zur Saal 19.00 Sturmwarnung aus 18.25 in Sache Ordnung 18.45 d allgemein- Programmvorschau kasten Straßenmann chafts- musikalisch Reise Skandinavien und Sicherheit Bildung ? 19.00 17.00 nach richten fahren in St. Galle Streif Züge durch 17.00 Sport aktuell durch Thüringen Beitrag d Redaktion 18.30 Dabe d Natur ( 2 17.10 ( Schweiz )	APPR NN APPRART CARD NN APPR NN CARD NN $. NN NN CARD NN APPR NE NN ADJA NN KOKOM ADJD VAFIN NN CARD APPR ART NN ADJA NN $. TRUNC NN APPR NE NE CARD ART NN APPRART KON APPRART NN CARD NN APPR CARD APPR NN NN CARD ART TRUNC NN ADJA NN TRUNC ADJA NN NE KON NN NE $. CARD CARD APPR VVINF VVFIN APPR NE NN NE NE APPR CARD NN ADJD APPR NE NN ART NN CARD NE ART NN $( CARD CARD $( NE $(	
Tier	NN	1989	2	2532889X_1989-04-27_01_092.tcf.xml-6-1	 	5000 Tiere 750 verschiedener Arten beherbergt der Zoologische Garten, der jährlich mehr als vier Millionen Besucher zählt.	5:10	0:122	5000 Tiere 750 verschiedener Arten beherbergt der Zoologische Garten , der jährlich mehr als vier Millionen Besucher zählt .	1	0:19	5000 Tier 750 verschieden Art beherbergen d zoologisch Garten , die jährlich mehr als vier Million Besucher zählen .	CARD NN CARD ADJA NN VVFIN ART ADJA NN $, PRELS ADJD PIAT KOKOM CARD NN NN VVFIN $.	
